customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
1838,4,1,0,3,0,8,337.71,1
2505,2,2,0,18,0,12,49.74,0
1385,3,1,0,18,0,12,59.78,0
978,3,2,0,49,0,10,95.72,1
3991,4,1,0,30,0,12,41.76,0
363,2,1,0,30,0,12,26.2,0
2132,3,1,0,34,0,4,98.76,1
2167,4,2,0,12,0,10,98.66,1
2796,2,2,0,28,0,5,492.49,1
407,3,2,0,28,0,5,195.81,1
749,2,2,0,40,0,13,3076.25,1
2816,1,1,0,49,0,10,191.21,1
4102,5,1,0,49,0,10,126.01,1
2008,2,1,0,45,0,3,104.59,0
297,5,2,0,30,0,12,16.65,0
145,1,2,0,18,0,12,8.85,0
3685,2,1,0,34,0,4,168.06,1
755,4,1,0,34,0,4,327.56,1
1418,2,1,0,42,0,11,94.59,1
2958,4,2,0,30,0,12,1.64,0
3868,5,2,0,18,0,12,30.41,0
1937,1,2,0,18,0,12,45.14,0
2583,0,1,0,30,0,12,52.33,0
769,5,1,0,34,0,4,209.55,1
2287,3,1,0,18,0,12,18.42,0
1709,2,1,0,30,0,12,32.71,0
811,2,2,0,12,0,10,768.77,1
1066,1,1,0,30,0,12,49.9,0
1845,2,1,0,30,0,12,17.77,0
2707,3,1,0,0,0,4,104.92,0
3101,1,2,0,47,0,10,335.61,1
3815,1,2,0,34,0,4,267.21,1
1256,4,1,0,2,0,14,72.49,1
2385,2,1,0,18,0,12,5.63,0
2814,3,1,0,18,0,12,2.77,0
2111,4,2,0,18,0,12,30.96,0
2132,3,1,0,49,0,10,252.59,1
3697,3,1,0,34,0,4,238.73,1
1996,2,1,0,18,0,12,11.49,0
1365,3,2,0,12,0,10,46.71,1
3324,3,2,0,18,0,12,18.65,0
2473,2,2,0,49,0,10,136.35,1
498,4,2,0,22,0,9,100.91,1
717,2,2,0,18,0,12,48.12,0
764,3,1,0,43,0,7,85.11,1
4086,5,1,0,22,0,9,120.19,1
271,2,1,0,18,0,12,28.35,0
3019,3,2,0,10,0,14,249.8,1
3567,2,1,0,34,0,4,759.18,1
3975,1,1,0,40,0,13,4313.71,1
969,4,1,0,49,0,10,527.31,1
4029,3,1,0,18,0,12,6.24,0
340,5,1,0,34,0,4,397.02,1
2201,3,2,0,45,0,3,20.49,0
401,5,1,0,43,0,7,35.04,0
2915,1,1,0,30,0,12,40.21,0
3305,2,1,0,43,0,7,174.62,1
2676,3,1,0,18,0,12,23.04,0
385,5,2,0,30,0,12,21.51,0
2051,5,1,0,49,0,10,280.83,1
3955,3,1,0,3,0,8,402.09,1
676,2,1,0,22,0,9,572.01,1
3685,2,1,0,40,0,13,6532.45,1
3410,3,1,0,30,0,12,23.05,0
454,3,1,0,25,0,6,569.3,1
3926,4,1,0,43,0,7,212.75,1
737,6,1,0,30,0,12,14.61,0
2333,3,1,0,9,0,0,81.68,1
1782,2,1,0,42,0,11,867.27,1
2497,1,2,0,22,0,9,241.39,1
1005,4,2,0,34,0,4,254.7,1
156,4,1,0,18,0,12,22.85,0
3147,6,2,0,30,0,12,28.34,0
1862,3,2,0,39,0,4,693.76,1
2614,3,2,0,19,0,11,7.06,0
1704,5,2,0,18,0,12,25.74,0
2742,5,1,0,11,0,2,65.63,0
1010,4,1,0,49,0,10,139.11,1
208,5,1,0,40,0,13,2620.43,1
2553,2,2,0,18,0,12,19.59,0
941,3,2,0,30,0,12,31.28,0
216,2,1,0,18,0,12,30.53,0
2333,3,1,0,21,0,6,418.04,1
223,2,2,0,30,0,12,25.72,0
2955,3,2,0,2,0,14,42.14,1
769,5,1,0,46,0,5,483.6,1
1974,5,1,0,18,0,12,35.01,0
3685,2,1,0,49,0,10,334.54,1
2695,2,1,0,49,0,10,214.86,1
3966,3,1,0,49,0,10,50.47,1
826,3,2,0,18,0,12,7.26,0
2772,2,1,0,45,0,3,40.24,0
2863,3,1,0,34,0,4,270.59,1
419,3,2,0,30,0,12,39.04,0
2816,1,1,0,34,0,4,71.96,1
2197,1,2,0,32,0,8,303.77,1
3192,4,2,0,43,0,7,52.78,1
3036,5,2,0,49,0,10,505.96,1
2202,2,1,0,34,0,4,250.7,1
921,2,2,0,30,0,12,23.35,0
1897,2,1,0,45,0,3,64.11,0
2216,1,2,0,18,0,12,3.98,0
2711,4,2,0,45,0,3,41.04,0
561,3,1,0,18,0,12,19.76,0
1422,3,2,0,30,0,12,9.97,0
3853,0,1,0,9,0,0,18.0,0
3716,3,2,0,49,0,10,348.86,1
2142,4,1,0,35,0,13,141.49,0
2921,2,2,0,40,0,13,2410.7,1
3134,3,1,0,18,0,12,34.43,0
2583,0,1,0,18,0,12,44.88,0
1480,3,1,0,34,0,4,333.03,1
4107,3,2,0,18,0,12,35.76,0
207,3,1,0,18,0,12,26.6,0
2919,2,2,0,14,0,10,431.21,1
1838,4,1,0,42,0,11,431.75,1
3693,2,1,0,16,0,14,152.05,0
1021,2,1,0,49,0,10,60.6,1
3341,3,1,0,30,0,12,21.56,0
2013,4,2,0,34,0,4,247.39,1
3663,4,1,0,34,0,4,127.19,1
839,1,1,0,10,0,14,168.04,1
3580,2,1,0,18,0,12,61.5,0
923,1,1,0,34,0,4,94.53,1
2040,3,1,0,30,0,12,21.51,0
3999,2,2,0,30,0,12,29.44,0
2413,2,1,0,18,0,12,60.25,0
1950,5,1,0,30,0,12,30.67,0
568,3,1,0,34,0,4,364.87,1
3419,3,2,0,18,0,12,38.57,0
1250,3,1,0,30,0,12,55.64,0
671,2,1,0,49,0,10,109.75,1
2078,5,1,0,30,0,12,19.42,0
3030,3,1,0,30,0,12,45.09,0
1862,3,2,0,18,0,12,46.54,0
3665,5,1,0,30,0,12,62.18,0
2221,4,1,0,32,0,8,319.73,1
3011,4,1,0,40,0,13,3597.32,1
2432,2,2,0,26,0,13,4762.5,1
3635,1,2,0,18,0,12,22.84,0
322,4,2,0,49,0,10,406.05,1
2369,4,2,0,42,0,11,104.15,0
1092,2,2,0,40,0,13,4729.74,1
3822,3,1,0,18,0,12,0.27,0
60,2,1,0,18,0,12,22.62,0
615,5,1,0,34,0,4,903.76,1
69,2,1,0,48,0,14,6.36,0
2456,5,2,0,46,0,5,1540.23,1
2168,4,1,0,15,0,10,446.8,1
2304,2,2,0,12,0,10,275.81,1
3973,2,1,0,37,0,2,283.58,1
4039,5,2,0,49,0,10,432.46,1
247,3,1,0,40,0,13,507.87,1
2860,2,1,0,18,0,12,1.62,0
3911,3,1,0,15,0,10,133.97,1
1101,2,1,0,18,0,12,45.34,0
3677,2,2,0,34,0,4,98.84,1
956,5,1,0,30,0,12,29.87,0
338,5,2,0,30,0,12,12.71,0
3926,4,1,0,16,0,14,120.18,1
2250,2,1,0,30,0,12,5.11,0
477,4,1,0,31,0,2,129.06,0
389,4,1,0,18,0,12,15.38,0
43,3,2,0,18,0,12,13.29,0
1994,4,2,0,30,0,12,2.52,0
3496,3,1,0,30,0,12,64.17,0
1838,4,1,0,15,0,10,204.6,1
1279,3,2,0,34,0,4,419.49,1
1664,2,1,0,45,0,3,40.18,0
404,2,1,0,40,0,13,1608.66,1
557,2,2,0,9,0,0,23.78,0
251,2,2,0,18,0,12,15.02,0
1838,4,1,0,2,0,14,156.72,1
3925,3,2,0,29,0,6,12.17,1
1336,3,2,0,18,0,12,2.17,0
55,3,1,0,24,0,14,30.32,0
4079,5,1,0,15,0,10,11.77,1
1157,2,1,0,18,0,12,31.86,0
651,4,2,0,30,0,12,29.34,0
2353,2,1,0,18,0,12,16.3,0
2125,5,1,0,30,0,12,1.69,0
1127,2,1,0,18,0,12,74.96,0
3864,3,2,0,34,0,4,699.23,1
1495,4,1,0,18,0,12,29.96,0
3455,2,1,0,34,0,4,549.44,1
97,2,1,0,30,0,12,7.25,0
1635,3,1,0,30,0,12,16.99,0
2187,2,1,0,22,0,9,281.5,1
3162,2,2,0,12,0,10,232.85,1
3685,2,1,0,14,0,10,468.21,1
1391,1,1,0,18,0,12,36.49,0
171,6,1,0,22,0,9,392.63,1
315,3,2,0,34,0,4,369.23,1
3078,3,2,0,18,0,12,50.19,0
1402,3,2,0,49,0,10,444.84,1
2900,2,1,0,49,0,10,269.83,1
1892,2,2,0,18,0,12,17.49,0
1094,2,1,0,18,0,12,31.85,0
2058,2,1,0,15,0,10,182.97,1
3606,4,1,0,23,0,4,23.51,0
2132,3,1,0,21,0,6,230.87,1
3891,4,1,0,43,0,7,17.78,1
2140,4,1,0,18,0,12,27.63,0
152,3,1,0,18,0,12,0.67,0
383,3,1,0,18,0,12,18.26,0
2101,3,1,0,30,0,12,20.1,0
4027,3,2,0,32,0,8,307.32,1
1782,2,1,0,27,0,14,197.55,1
2902,0,1,0,49,0,10,406.5,1
2385,2,1,0,2,0,14,141.37,1
1537,4,2,0,18,0,12,16.1,0
1707,2,2,0,6,0,6,635.36,1
1889,2,1,0,2,0,14,338.99,1
2187,2,1,0,21,0,6,1024.91,1
2532,3,1,0,18,0,12,36.76,0
2705,4,2,0,18,0,12,81.04,0
1559,2,2,0,49,0,10,228.66,1
2069,3,2,0,40,0,13,3724.01,1
2402,2,1,0,10,0,14,37.58,1
2168,4,1,0,21,0,6,201.88,1
615,5,1,0,49,0,10,116.01,1
3299,1,2,0,27,0,14,126.51,1
2792,4,2,0,22,0,9,153.97,1
3769,2,1,0,18,0,12,29.16,0
2586,2,1,0,18,0,12,29.88,0
1776,4,1,0,26,0,13,2929.84,1
343,2,1,0,18,0,12,2.35,0
723,3,2,0,34,0,4,767.8,1
839,1,1,0,3,0,8,298.5,1
2281,2,1,0,49,0,10,54.44,1
672,2,1,0,18,0,12,12.13,0
2811,3,1,0,18,0,12,60.86,0
2071,2,2,0,18,0,12,15.31,0
2331,4,2,0,30,0,12,22.48,0
2900,2,1,0,49,0,10,413.74,1
3308,4,1,0,49,0,10,186.16,1
1838,4,1,0,49,0,10,257.73,1
2572,3,1,0,49,0,10,590.54,1
1480,3,1,0,40,0,13,1764.62,1
1658,2,1,0,18,0,12,65.59,0
3215,3,2,0,30,0,12,4.54,0
3509,4,1,0,30,0,12,4.08,0
2724,3,1,0,34,0,4,195.24,1
2647,1,1,0,30,0,12,43.05,0
362,3,2,0,34,0,4,420.37,1
2325,6,2,0,44,0,6,993.09,1
673,6,2,0,49,0,10,296.36,1
3919,6,1,0,43,0,7,335.06,1
2402,2,1,0,49,0,10,282.52,1
2817,2,1,0,45,0,3,23.06,0
3440,3,2,0,0,0,4,12.04,0
2803,1,1,0,12,0,10,807.62,1
1598,2,1,0,49,0,10,50.08,1
2488,2,1,0,49,0,10,409.15,1
1948,2,2,0,30,0,12,25.17,0
2183,1,1,0,18,0,12,2.62,0
2168,4,1,0,2,0,14,412.82,1
885,3,1,0,40,0,13,1242.08,1
2819,5,2,0,18,0,12,41.69,0
943,4,2,0,32,0,8,420.1,1
611,3,2,0,34,0,4,399.22,1
1210,3,1,0,18,0,12,17.63,0
2917,2,2,0,3,0,8,153.37,1
1205,5,1,0,18,0,12,35.39,0
2187,2,1,0,28,0,5,192.64,1
1014,3,1,0,34,0,4,0.03,1
1933,2,2,0,30,0,12,26.58,0
2402,2,1,0,40,0,13,1530.11,1
48,4,2,0,30,0,12,30.19,0
498,4,2,0,30,0,12,24.59,0
3716,3,2,0,2,0,14,85.51,1
1089,4,1,0,45,0,3,19.15,0
1969,6,1,0,49,0,10,648.12,1
1010,4,1,0,18,0,12,51.47,0
1291,4,1,0,18,0,12,25.4,0
1326,3,2,0,30,0,12,8.57,0
128,2,1,0,18,0,12,56.03,0
1013,3,2,0,18,0,12,0.08,0
2012,2,2,0,43,0,7,177.6,1
447,2,2,0,31,0,2,60.75,0
1943,2,2,0,30,0,12,10.07,0
876,2,1,0,30,0,12,33.7,0
3685,2,1,0,40,0,13,996.38,1
1959,3,2,0,34,0,4,345.36,1
1590,2,1,0,10,0,14,205.21,1
263,5,2,0,0,0,4,173.86,0
1242,3,2,0,34,0,4,547.77,1
814,2,2,0,18,0,12,9.57,0
1015,4,1,0,30,0,12,32.01,0
540,4,2,0,18,0,12,33.62,0
29,6,2,0,49,0,10,407.28,1
3589,2,1,0,45,0,3,53.58,0
2270,2,1,0,18,0,12,30.22,0
2473,2,2,0,49,0,10,548.84,1
1925,3,2,0,30,0,12,55.42,0
1930,2,1,0,2,0,14,565.94,1
1842,4,2,0,30,0,12,27.51,0
3689,2,1,0,18,0,12,30.97,0
785,5,2,0,30,0,12,45.67,0
3590,5,2,0,18,0,12,18.39,0
1254,3,1,0,18,0,12,26.78,0
39,4,2,0,40,0,13,645.02,1
1249,3,1,0,40,0,13,1614.33,1
1133,2,1,0,40,0,13,1084.18,1
1939,2,1,0,49,0,10,442.9,1
1147,2,1,0,18,0,12,30.32,0
1535,2,2,0,18,0,12,56.26,0
3579,2,2,0,18,0,12,36.22,0
319,5,1,0,0,0,4,39.05,0
3353,3,2,0,49,0,10,33.92,1
3007,4,1,0,18,0,12,32.8,0
723,3,2,0,49,0,10,290.42,1
547,6,2,0,18,0,12,49.27,0
3705,3,1,0,30,0,12,8.22,0
1838,4,1,0,28,0,5,70.54,1
2563,4,1,0,49,0,10,641.54,1
2519,5,2,0,18,0,12,13.86,0
2793,4,2,0,4,0,1,20.67,0
1838,4,1,0,49,0,10,440.88,1
1128,3,1,0,30,0,12,55.83,0
2105,3,2,0,49,0,10,446.35,1
1466,2,1,0,2,0,14,568.71,1
3975,1,1,0,49,0,10,463.96,1
3287,2,1,0,34,0,4,373.57,1
3482,6,1,0,30,0,12,20.19,0
2933,2,2,0,18,0,12,17.55,0
985,4,1,0,28,0,5,548.94,1
2816,1,1,0,32,0,8,282.63,1
4109,2,1,0,18,0,12,19.14,0
3022,3,2,0,18,0,12,38.06,0
463,4,2,0,18,0,12,7.71,0
3170,6,1,0,18,0,12,19.93,0
1089,4,1,0,2,0,14,150.78,1
2824,3,2,0,49,0,10,151.12,1
367,4,2,0,40,0,13,2439.09,1
1915,3,2,0,30,0,12,11.82,0
3607,5,1,0,30,0,12,23.79,0
1250,3,1,0,30,0,12,28.22,0
841,5,1,0,18,0,12,55.18,0
265,6,2,0,27,0,14,456.21,1
1219,2,2,0,30,0,12,17.34,0
2132,3,1,0,37,0,2,347.73,1
676,2,1,0,31,0,2,0.61,0
718,2,2,0,18,0,12,0.42,0
283,4,1,0,49,0,10,698.77,1
2554,4,1,0,40,0,13,4662.38,1
3609,1,1,0,49,0,10,752.23,1
531,2,1,0,18,0,12,8.09,0
3234,1,2,0,49,0,10,624.26,1
2756,2,2,0,45,0,3,14.22,0
2067,4,1,0,30,0,12,29.83,0
2138,4,2,0,49,0,10,37.4,1
386,2,2,0,34,0,4,475.9,1
2751,1,2,0,34,0,4,198.92,1
1660,6,1,0,18,0,12,21.95,0
3104,3,1,0,49,0,10,256.96,1
3535,1,1,0,32,0,8,152.24,1
3379,1,1,0,45,0,3,16.38,0
70,6,2,0,40,0,13,1794.47,1
3685,2,1,0,49,0,10,576.5,1
2114,3,2,0,18,0,12,44.45,0
1850,4,1,0,27,0,14,121.22,1
3324,3,2,0,14,0,10,555.92,1
100,3,2,0,34,0,4,855.66,1
3405,4,2,0,25,0,6,192.08,1
2298,5,1,0,22,0,9,470.3,1
2702,1,1,0,43,0,7,29.56,1
1944,4,2,0,30,0,12,30.82,0
3162,2,2,0,12,0,10,333.47,1
713,2,1,0,18,0,12,2.15,0
2607,4,1,0,18,0,12,16.75,0
1022,2,2,0,18,0,12,18.37,0
207,3,1,0,18,0,12,34.24,0
481,2,1,0,18,0,12,12.16,0
952,3,1,0,18,0,12,14.11,0
1453,4,2,0,34,0,4,40.42,1
822,1,1,0,34,0,4,396.67,1
3693,2,1,0,30,0,12,0.21,0
4075,1,2,0,18,0,12,36.9,0
1031,5,1,0,24,0,14,23.54,0
2363,6,1,0,24,0,14,64.32,0
758,1,2,0,30,0,12,11.53,0
511,3,1,0,18,0,12,37.45,0
666,3,2,0,18,0,12,38.65,0
909,2,1,0,18,0,12,55.24,0
3749,3,2,0,25,0,6,144.01,1
1778,2,2,0,18,0,12,37.99,0
400,3,1,0,18,0,12,31.92,0
3739,4,1,0,20,0,5,328.89,0
3482,6,1,0,30,0,12,17.26,0
359,3,1,0,49,0,10,131.52,1
1856,1,1,0,34,0,4,493.64,1
639,2,1,0,34,0,4,6.48,1
1764,2,1,0,30,0,12,30.48,0
809,6,1,0,18,0,12,50.28,0
2117,5,1,0,45,0,3,84.16,0
769,5,1,0,14,0,10,149.34,1
1891,3,2,0,18,0,12,0.1,0
1075,2,1,0,45,0,3,35.5,0
1241,2,1,0,35,0,13,1331.09,1
2803,1,1,0,40,0,13,1451.14,1
91,6,1,0,18,0,12,39.17,0
4111,2,2,0,34,0,4,268.6,1
2618,4,2,0,44,0,6,298.97,1
1582,3,1,0,37,0,2,122.88,1
2128,3,1,0,2,0,14,135.11,1
2675,2,2,0,18,0,12,25.19,0
2164,2,1,0,18,0,12,28.6,0
1059,3,1,0,34,0,4,781.09,1
3204,6,1,0,12,0,10,570.25,1
1069,3,1,0,28,0,5,220.84,1
2892,2,1,0,44,0,6,263.56,1
194,4,1,0,30,0,12,2.44,0
3891,4,1,0,9,0,0,99.08,1
348,1,2,0,34,0,4,299.75,1
2816,1,1,0,40,0,13,4895.72,1
3291,2,1,0,32,0,8,243.68,1
2756,2,2,0,15,0,10,74.69,1
3926,4,1,0,49,0,10,51.34,1
3296,4,2,0,30,0,12,20.53,0
2132,3,1,0,2,0,14,119.74,1
793,5,1,0,22,0,9,527.87,1
3715,5,1,0,18,0,12,5.74,0
4038,3,1,0,34,0,4,813.32,1
947,2,1,0,18,0,12,9.09,0
2203,4,1,0,18,0,12,5.85,0
454,3,1,0,49,0,10,61.45,1
3850,1,1,0,30,0,12,4.76,0
1173,2,1,0,49,0,10,914.82,1
274,6,1,0,45,0,3,2.13,0
3094,5,2,0,49,0,10,359.3,1
50,2,1,0,49,0,10,289.19,1
3975,1,1,0,44,0,6,755.02,1
473,3,2,0,27,0,14,177.8,1
3111,2,1,0,42,0,11,318.67,1
1667,2,1,0,30,0,12,33.72,0
17,2,1,0,18,0,12,40.62,0
2769,2,2,0,6,0,6,929.49,1
2296,2,1,0,15,0,10,24.54,1
3876,3,2,0,30,0,12,16.48,0
1027,1,1,0,34,0,4,8.22,1
2421,1,1,0,30,0,12,25.79,0
2756,2,2,0,45,0,3,0.46,0
739,3,1,0,34,0,4,794.91,1
460,1,1,0,2,0,14,486.35,1
3997,6,2,0,18,0,12,32.91,0
740,1,1,0,43,0,7,141.98,1
308,3,1,0,40,0,13,6163.01,1
2463,1,1,0,0,0,4,47.17,0
2156,2,1,0,18,0,12,11.13,0
1411,4,2,0,28,0,5,1449.53,1
1686,2,1,0,2,0,14,74.76,1
3891,4,1,0,49,0,10,92.84,1
3685,2,1,0,40,0,13,1368.72,1
1273,5,2,0,31,0,2,24.82,0
3488,1,2,0,49,0,10,397.4,1
589,2,1,0,28,0,5,423.23,1
2695,2,1,0,9,0,0,154.29,1
3530,2,2,0,30,0,12,31.61,0
3291,2,1,0,34,0,4,416.92,1
3685,2,1,0,34,0,4,313.13,1
3567,2,1,0,15,0,10,529.13,1
1042,5,2,0,30,0,12,71.96,0
2348,1,1,0,45,0,3,20.7,0
4088,5,1,0,30,0,12,14.98,0
252,4,2,0,34,0,4,477.2,1
1664,2,1,0,30,0,12,0.34,0
3787,3,1,0,37,0,2,422.51,1
1324,2,2,0,23,0,4,46.25,0
2187,2,1,0,49,0,10,106.83,1
615,5,1,0,15,0,10,428.54,1
762,3,2,0,34,0,4,441.73,1
3685,2,1,0,10,0,14,40.36,1
2478,3,2,0,18,0,12,49.89,0
1107,1,2,0,28,0,5,16.15,1
1478,2,1,0,40,0,13,4471.7,1
2724,3,1,0,41,0,14,246.8,1
2947,2,1,0,34,0,4,25.05,1
1542,6,2,0,30,0,12,31.36,0
2520,4,1,0,42,0,11,248.65,1
2153,3,1,0,49,0,10,104.06,1
4074,2,1,0,30,0,12,70.47,0
2819,5,2,0,12,0,10,712.12,1
3306,6,1,0,30,0,12,31.14,0
2193,2,1,0,49,0,10,18.29,1
1667,2,1,0,18,0,12,47.77,0
2803,1,1,0,34,0,4,36.12,1
2780,3,2,0,45,0,3,48.35,0
687,4,1,0,32,0,8,306.62,1
1358,6,2,0,18,0,12,3.15,0
1074,5,1,0,34,0,4,987.28,1
2403,2,1,0,30,0,12,35.29,0
3035,2,1,0,15,0,10,494.1,1
2413,2,1,0,30,0,12,18.41,0
2281,2,1,0,49,0,10,363.31,1
3078,3,2,0,18,0,12,19.04,0
1715,2,1,0,49,0,10,278.79,1
3891,4,1,0,34,0,4,1309.23,1
2411,1,1,0,30,0,12,32.44,0
1600,4,1,0,43,0,7,133.69,1
123,5,2,0,30,0,12,0.46,0
1912,3,1,0,30,0,12,27.45,0
104,6,2,0,18,0,12,4.85,0
1715,2,1,0,34,0,4,388.51,1
677,1,1,0,34,0,4,44.33,1
615,5,1,0,32,0,8,370.77,1
3437,2,2,0,9,0,0,1.04,0
3956,3,1,0,18,0,12,12.67,0
3985,4,2,0,49,0,10,307.6,1
2228,3,1,0,30,0,12,10.98,0
2522,3,1,0,27,0,14,432.05,1
3926,4,1,0,49,0,10,61.58,1
2056,2,2,0,30,0,12,18.66,0
3241,2,1,0,30,0,12,15.16,0
769,5,1,0,49,0,10,537.47,1
3169,2,2,0,18,0,12,2.09,0
3231,2,1,0,34,0,4,271.84,1
615,5,1,0,30,0,12,9.7,0
704,2,1,0,18,0,12,42.14,0
988,2,2,0,11,0,2,8.03,0
479,2,1,0,30,0,12,56.58,0
2440,5,2,0,30,0,12,5.61,0
2587,2,2,0,43,0,7,36.92,1
615,5,1,0,49,0,10,467.04,1
2163,3,1,0,18,0,12,1.98,0
973,5,2,0,11,0,2,49.78,0
3846,2,2,0,30,0,12,30.51,0
2187,2,1,0,3,0,8,334.61,1
2848,4,2,0,18,0,12,12.2,0
927,1,1,0,10,0,14,21.83,1
2971,3,1,0,18,0,12,34.82,0
939,4,1,0,30,0,12,5.11,0
2582,3,1,0,18,0,12,31.21,0
394,4,2,0,34,0,4,34.65,1
2220,1,1,0,42,0,11,767.11,1
2299,3,1,0,18,0,12,36.89,0
2615,3,2,0,34,0,4,221.84,1
1230,4,1,0,30,0,12,44.38,0
1969,6,1,0,49,0,10,199.17,1
3496,3,1,0,18,0,12,19.76,0
1612,4,1,0,30,0,12,59.31,0
484,2,1,0,49,0,10,11.29,1
1988,2,2,0,43,0,7,96.27,1
2816,1,1,0,34,0,4,73.15,1
562,3,2,0,49,0,10,501.29,1
3796,2,1,0,18,0,12,23.85,0
3734,3,1,0,0,0,4,108.78,0
2316,3,2,0,21,0,6,851.58,1
3634,2,1,0,30,0,12,30.8,0
425,2,2,0,30,0,12,8.63,0
2232,5,1,0,30,0,12,5.72,0
1177,6,1,0,18,0,12,51.12,0
4103,2,1,0,18,0,12,54.77,0
666,3,2,0,18,0,12,14.55,0
769,5,1,0,22,0,9,254.06,1
3770,1,1,0,30,0,12,27.26,0
2816,1,1,0,34,0,4,553.27,1
2916,3,1,0,34,0,4,662.81,1
3926,4,1,0,49,0,10,365.64,1
2012,2,2,0,10,0,14,57.86,1
553,2,1,0,30,0,12,28.93,0
1346,2,2,0,30,0,12,16.24,0
6,5,1,0,18,0,12,38.71,0
2940,2,1,0,49,0,10,256.06,1
2396,3,1,0,16,0,14,578.0,1
2522,3,1,0,34,0,4,817.11,1
4045,4,1,0,22,0,9,215.28,1
2242,2,2,0,18,0,12,35.51,0
1167,2,1,0,24,0,14,39.05,0
3559,3,2,0,34,0,4,140.33,1
1410,3,2,0,18,0,12,21.65,0
1249,3,1,0,49,0,10,130.4,1
3862,2,1,0,18,0,12,0.53,0
3973,2,1,0,40,0,13,4734.42,1
3132,2,2,0,49,0,10,358.37,1
63,3,1,0,24,0,14,74.61,0
1104,3,2,0,18,0,12,49.22,0
2124,4,2,0,32,0,8,232.3,1
529,2,1,0,34,0,4,208.11,1
2984,6,1,0,31,0,2,21.1,0
1033,1,1,0,27,0,14,105.64,1
3831,1,1,0,34,0,4,36.59,1
518,1,2,0,18,0,12,54.78,0
2338,1,2,0,10,0,14,126.08,1
2304,2,2,0,30,0,12,25.76,0
3891,4,1,0,26,0,13,5156.24,1
327,3,2,0,18,0,12,53.21,0
3686,4,1,0,49,0,10,13.36,1
1146,1,2,0,24,0,14,37.16,0
557,2,2,0,14,0,10,164.66,1
2480,4,2,0,49,0,10,33.11,1
1718,4,2,0,32,0,8,272.31,1
2866,3,1,0,32,0,8,328.75,1
2116,4,2,0,30,0,12,51.24,0
3266,4,2,0,30,0,12,1.05,0
403,6,1,0,18,0,12,61.11,0
1643,4,2,0,18,0,12,54.1,0
1743,5,2,0,18,0,12,22.15,0
1838,4,1,0,42,0,11,334.3,1
3802,2,1,0,27,0,14,83.43,0
846,4,1,0,18,0,12,20.89,0
1269,2,2,0,30,0,12,27.32,0
3915,2,2,0,18,0,12,44.06,0
1683,1,1,0,49,0,10,128.92,1
3162,2,2,0,49,0,10,776.51,1
592,4,1,0,18,0,12,32.96,0
2132,3,1,0,34,0,4,465.48,1
2725,5,2,0,18,0,12,45.69,0
2662,2,1,0,18,0,12,6.62,0
2615,3,2,0,32,0,8,358.82,1
3011,4,1,0,2,0,14,496.86,1
3392,2,1,0,27,0,14,29.48,0
3134,3,1,0,18,0,12,37.91,0
4002,2,2,0,49,0,10,339.76,1
1774,1,2,0,18,0,12,11.46,0
3065,2,1,0,49,0,10,368.27,1
3329,3,1,0,18,0,12,49.32,0
2707,3,1,0,18,0,12,5.39,0
3048,2,2,0,18,0,12,51.55,0
417,6,1,0,30,0,12,26.87,0
1326,3,2,0,18,0,12,30.37,0
1891,3,2,0,18,0,12,25.3,0
151,1,2,0,18,0,12,72.95,0
1838,4,1,0,34,0,4,335.37,1
1096,3,1,0,18,0,12,9.07,0
2132,3,1,0,40,0,13,1876.55,1
3241,2,1,0,10,0,14,574.56,1
1843,4,2,0,37,0,2,131.14,1
1466,2,1,0,30,0,12,8.67,0
3511,2,2,0,30,0,12,7.79,0
3392,2,1,0,40,0,13,5821.37,1
2588,3,2,0,18,0,12,6.68,0
3208,4,2,0,49,0,10,1063.75,1
394,4,2,0,34,0,4,557.25,1
3031,4,1,0,30,0,12,19.6,0
1724,4,1,0,34,0,4,1107.41,1
1626,2,2,0,41,0,14,39.89,0
2566,3,1,0,18,0,12,21.74,0
2940,2,1,0,12,0,10,522.03,1
3760,3,1,0,34,0,4,532.68,1
1444,3,2,0,12,0,10,128.67,1
2132,3,1,0,32,0,8,563.84,1
1249,3,1,0,49,0,10,721.09,1
1661,2,2,0,30,0,12,35.88,0
615,5,1,0,49,0,10,424.47,1
1868,3,1,0,18,0,12,35.03,0
2052,2,2,0,34,0,4,187.63,1
2131,2,2,0,30,0,12,19.22,0
837,1,1,0,40,0,13,1782.46,1
1095,6,2,0,45,0,3,6.07,0
2522,3,1,0,49,0,10,576.47,1
1792,2,1,0,18,0,12,64.22,0
3685,2,1,0,34,0,4,388.53,1
394,4,2,0,49,0,10,450.9,1
2787,2,2,0,18,0,12,3.39,0
2484,6,1,0,23,0,4,104.99,0
3529,4,1,0,30,0,12,29.46,0
2955,3,2,0,22,0,9,371.25,1
3202,2,1,0,28,0,5,532.01,1
3563,4,1,0,18,0,12,13.01,0
1182,2,2,0,18,0,12,19.85,0
1962,6,2,0,18,0,12,37.24,0
3291,2,1,0,40,0,13,1157.81,1
3685,2,1,0,49,0,10,357.62,1
249,6,2,0,30,0,12,10.75,0
3466,2,2,0,49,0,10,226.79,1
523,4,2,0,18,0,12,62.51,0
2167,4,2,0,12,0,10,499.07,1
153,3,1,0,18,0,12,61.85,0
1094,2,1,0,18,0,12,36.83,0
